species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
RJC,FRE,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,EUR_T,EU,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,EUR_T,MT,MT	1569.969 	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,EUR_T,TOTAL,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,TPW,EU,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,TPW,MT,MT	26.472 	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,HCN,TPW,TOTAL,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR,EU,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR,MT,MT	41560.2194 	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR,TOTAL,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR_T,EU,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR_T,MT,MT	1569.969 	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,EUR_T,TOTAL,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,TPW,EU,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,TPW,MT,MT	26.472 	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE,TOTAL,TPW,TOTAL,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR,EU,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR,MT,MT	41560.2194 	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR,TOTAL,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR_T,EU,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR_T,MT,MT	1569.969 	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,EUR_T,TOTAL,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,TPW,EU,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,TPW,MT,MT	26.472 	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,HCN,TPW,TOTAL,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR,EU,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR,MT,MT	41560.2194 	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR,TOTAL,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR_T,EU,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR_T,MT,MT	1569.969 	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,TPW,EU,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,TPW,MT,MT	26.472 	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,FRE_WHL,TOTAL,TPW,TOTAL,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR,EU,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR,MT,MT	41560.2194 	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR,TOTAL,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR_T,EU,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR_T,MT,MT	1569.969 	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,EUR_T,TOTAL,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,TPW,EU,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,TPW,MT,MT	26.472 	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,HCN,TPW,TOTAL,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR,EU,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR,MT,MT	41560.2194 	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR,TOTAL,MT	: c	5600.9996 	959.4138 	: 	17982.2647 	50962.6351 	58920 	48174.94 	6367.3107 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR_T,EU,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR_T,MT,MT	1569.969 	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,EUR_T,TOTAL,MT	: c	2813.159 	4568.637 	: 	710 	2197 	1500 	1990.7 	789.01 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,TPW,EU,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,TPW,MT,MT	26.472 	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJC,TOTAL,TOTAL,TPW,TOTAL,MT	: c	1.991 	0.21 	: 	25.3271 	23.1965 	39.28 	24.2 	8.07 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR,EU,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR,MT,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR,TOTAL,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR_T,EU,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR_T,MT,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR_T,TOTAL,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,TPW,EU,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,TPW,MT,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,TPW,TOTAL,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR,EU,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR,MT,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR,TOTAL,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,EU,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,MT,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,EUR_T,TOTAL,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,TPW,EU,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,TPW,MT,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE,TOTAL,TPW,TOTAL,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,EU,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,MT,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR,TOTAL,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,EU,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,MT,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,EUR_T,TOTAL,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,EU,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,MT,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,HCN,TPW,TOTAL,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,EU,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,MT,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR,TOTAL,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,EU,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,MT,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,EU,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,MT,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,FRE_WHL,TOTAL,TPW,TOTAL,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,EUR,EU,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,EUR,MT,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,EUR,TOTAL,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,EUR_T,EU,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,EUR_T,MT,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,EUR_T,TOTAL,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,TPW,EU,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,TPW,MT,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,HCN,TPW,TOTAL,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,EUR,EU,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,EUR,MT,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,EUR,TOTAL,MT	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,EUR_T,EU,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,EUR_T,MT,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,EUR_T,TOTAL,MT	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,TPW,EU,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,TPW,MT,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJF,TOTAL,TOTAL,TPW,TOTAL,MT	0.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR,EU,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR,MT,MT	105.3164 	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR,TOTAL,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR_T,EU,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR_T,MT,MT	2632.911 	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,EUR_T,TOTAL,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,TPW,EU,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,TPW,MT,MT	0.04 	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,HCN,TPW,TOTAL,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR,EU,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR,MT,MT	105.3164 	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR,TOTAL,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR_T,EU,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR_T,MT,MT	2632.911 	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,EUR_T,TOTAL,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,TPW,EU,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,TPW,MT,MT	0.04 	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE,TOTAL,TPW,TOTAL,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR,EU,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR,MT,MT	105.3164 	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR,TOTAL,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR_T,EU,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR_T,MT,MT	2632.911 	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,EUR_T,TOTAL,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,TPW,EU,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,TPW,MT,MT	0.04 	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,HCN,TPW,TOTAL,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR,EU,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR,MT,MT	105.3164 	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR,TOTAL,MT	: c	27 	: 	: 	154.6698 	110.6653 	45 	221.19 	23.06 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR_T,EU,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR_T,MT,MT	2632.911 	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: c	2700 	: 	: 	2020 	2197 	750 	2211.9 	2306 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RJH,FRE_WHL,TOTAL,TPW,EU,MT	: c	0.01 	: 	: 	0.0766 	0.0504 	0.06 	0.1 	0.01 	: 	: 	: 	: 	: 	: 	: 
