species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 
GRO,FRE,HCN,TPW,HR,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE,HCN,TPW,TOTAL,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE,TOTAL,EUR,EU,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE,TOTAL,EUR,HR,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE,TOTAL,EUR,TOTAL,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE,TOTAL,EUR_T,EU,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE,TOTAL,EUR_T,HR,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE,TOTAL,EUR_T,TOTAL,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE,TOTAL,TPW,EU,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE,TOTAL,TPW,HR,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE,TOTAL,TPW,TOTAL,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE_WHL,HCN,EUR,EU,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE_WHL,HCN,EUR,HR,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE_WHL,HCN,EUR,TOTAL,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE_WHL,HCN,EUR_T,EU,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE_WHL,HCN,EUR_T,HR,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE_WHL,HCN,EUR_T,TOTAL,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE_WHL,HCN,TPW,EU,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE_WHL,HCN,TPW,HR,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE_WHL,HCN,TPW,TOTAL,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE_WHL,TOTAL,EUR,EU,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE_WHL,TOTAL,EUR,HR,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE_WHL,TOTAL,EUR,TOTAL,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,FRE_WHL,TOTAL,EUR_T,EU,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE_WHL,TOTAL,EUR_T,HR,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,FRE_WHL,TOTAL,TPW,EU,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE_WHL,TOTAL,TPW,HR,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,FRE_WHL,TOTAL,TPW,TOTAL,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,TOTAL,HCN,EUR,EU,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,TOTAL,HCN,EUR,HR,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,TOTAL,HCN,EUR,TOTAL,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,TOTAL,HCN,EUR_T,EU,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,TOTAL,HCN,EUR_T,HR,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,TOTAL,HCN,EUR_T,TOTAL,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,TOTAL,HCN,TPW,EU,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,TOTAL,HCN,TPW,HR,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,TOTAL,HCN,TPW,TOTAL,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,TOTAL,TOTAL,EUR,EU,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,TOTAL,TOTAL,EUR,HR,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,TOTAL,TOTAL,EUR,TOTAL,HR	21962.1735 	71982.0423 	95588.4924 	114105.3326 	181394.1769 	287485.2073 	720152.3491 	1171693.237 
GRO,TOTAL,TOTAL,EUR_T,EU,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,TOTAL,TOTAL,EUR_T,HR,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,TOTAL,TOTAL,EUR_T,TOTAL,HR	976.0966 	3004.057 	2519.6766 	1906.4712 	2623.2042 	2251.6072 	2054.0569 	2607.8774 
GRO,TOTAL,TOTAL,TPW,EU,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,TOTAL,TOTAL,TPW,HR,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GRO,TOTAL,TOTAL,TPW,TOTAL,HR	22.5 	23.9616 	37.9368 	59.8516 	69.1499 	127.68 	350.6 	449.29 
GUX,FRE,HCN,EUR,EU,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE,HCN,EUR,HR,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE,HCN,EUR,TOTAL,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE,HCN,EUR_T,EU,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE,HCN,EUR_T,HR,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE,HCN,EUR_T,TOTAL,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE,HCN,TPW,EU,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE,HCN,TPW,HR,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE,HCN,TPW,TOTAL,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE,TOTAL,EUR,EU,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE,TOTAL,EUR,HR,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE,TOTAL,EUR,TOTAL,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE,TOTAL,EUR_T,EU,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE,TOTAL,EUR_T,HR,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE,TOTAL,EUR_T,TOTAL,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE,TOTAL,TPW,EU,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE,TOTAL,TPW,HR,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE,TOTAL,TPW,TOTAL,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE_WHL,HCN,EUR,EU,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE_WHL,HCN,EUR,HR,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE_WHL,HCN,EUR,TOTAL,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE_WHL,HCN,EUR_T,EU,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE_WHL,HCN,EUR_T,HR,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE_WHL,HCN,EUR_T,TOTAL,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE_WHL,HCN,TPW,EU,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE_WHL,HCN,TPW,HR,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE_WHL,HCN,TPW,TOTAL,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE_WHL,TOTAL,EUR,EU,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE_WHL,TOTAL,EUR,HR,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE_WHL,TOTAL,EUR,TOTAL,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,FRE_WHL,TOTAL,EUR_T,EU,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE_WHL,TOTAL,EUR_T,HR,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,FRE_WHL,TOTAL,TPW,EU,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE_WHL,TOTAL,TPW,HR,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,FRE_WHL,TOTAL,TPW,TOTAL,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,TOTAL,HCN,EUR,EU,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,TOTAL,HCN,EUR,HR,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,TOTAL,HCN,EUR,TOTAL,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,TOTAL,HCN,EUR_T,EU,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,TOTAL,HCN,EUR_T,HR,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,TOTAL,HCN,EUR_T,TOTAL,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,TOTAL,HCN,TPW,EU,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,TOTAL,HCN,TPW,HR,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,TOTAL,HCN,TPW,TOTAL,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,TOTAL,TOTAL,EUR,EU,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,TOTAL,TOTAL,EUR,HR,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,TOTAL,TOTAL,EUR,TOTAL,HR	688260.3299 	507878.4086 	426023.4034 	517220.1037 	399695.3152 	443559.2456 	571123.3922 	410248.8899 
GUX,TOTAL,TOTAL,EUR_T,EU,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,TOTAL,TOTAL,EUR_T,HR,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,TOTAL,TOTAL,EUR_T,TOTAL,HR	5990.0812 	5321.1504 	4666.8021 	5160.9651 	4844.1646 	6278.2625 	9799.6464 	6959.2687 
GUX,TOTAL,TOTAL,TPW,EU,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,TOTAL,TOTAL,TPW,HR,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
GUX,TOTAL,TOTAL,TPW,TOTAL,HR	114.9 	95.4452 	91.2881 	100.2177 	82.5107 	70.65 	58.28 	58.95 
HKE,FRE,HCN,EUR,EU,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE,HCN,EUR,HR,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE,HCN,EUR,TOTAL,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE,HCN,EUR_T,EU,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE,HCN,EUR_T,HR,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE,HCN,EUR_T,TOTAL,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE,HCN,TPW,EU,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE,HCN,TPW,HR,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE,HCN,TPW,TOTAL,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE,TOTAL,EUR,EU,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE,TOTAL,EUR,HR,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE,TOTAL,EUR,TOTAL,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE,TOTAL,EUR_T,EU,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE,TOTAL,EUR_T,HR,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE,TOTAL,EUR_T,TOTAL,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE,TOTAL,TPW,EU,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE,TOTAL,TPW,HR,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE,TOTAL,TPW,TOTAL,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE_WHL,HCN,EUR,EU,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE_WHL,HCN,EUR,HR,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE_WHL,HCN,EUR,TOTAL,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE_WHL,HCN,EUR_T,EU,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE_WHL,HCN,EUR_T,HR,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE_WHL,HCN,EUR_T,TOTAL,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE_WHL,HCN,TPW,EU,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE_WHL,HCN,TPW,HR,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE_WHL,HCN,TPW,TOTAL,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE_WHL,TOTAL,EUR,EU,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE_WHL,TOTAL,EUR,HR,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE_WHL,TOTAL,EUR,TOTAL,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,FRE_WHL,TOTAL,EUR_T,EU,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE_WHL,TOTAL,EUR_T,HR,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,FRE_WHL,TOTAL,TPW,EU,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE_WHL,TOTAL,TPW,HR,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,FRE_WHL,TOTAL,TPW,TOTAL,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,TOTAL,HCN,EUR,EU,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,TOTAL,HCN,EUR,HR,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,TOTAL,HCN,EUR,TOTAL,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,TOTAL,HCN,EUR_T,EU,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,TOTAL,HCN,EUR_T,HR,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,TOTAL,HCN,EUR_T,TOTAL,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,TOTAL,HCN,TPW,EU,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,TOTAL,HCN,TPW,HR,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,TOTAL,HCN,TPW,TOTAL,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,TOTAL,TOTAL,EUR,EU,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,TOTAL,TOTAL,EUR,HR,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,TOTAL,TOTAL,EUR,TOTAL,HR	3965016.0811 	3647765.9129 	2767817.3178 	2921397.9003 	3273133.9757 	4216368.8866 	3180777.8789 	2830807.9074 
HKE,TOTAL,TOTAL,EUR_T,EU,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,TOTAL,TOTAL,EUR_T,HR,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,TOTAL,TOTAL,EUR_T,TOTAL,HR	4010.7385 	3941.9805 	3675.8154 	3775.3852 	3647.4693 	3767.0704 	3545.741 	3652.3726 
HKE,TOTAL,TOTAL,TPW,EU,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,TOTAL,TOTAL,TPW,HR,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HKE,TOTAL,TOTAL,TPW,TOTAL,HR	988.6 	925.3638 	752.9805 	773.8013 	897.3712 	1119.27 	897.07 	775.06 
HMM,FRE,HCN,EUR,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,EUR,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,EUR,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,EUR_T,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,EUR_T,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,EUR_T,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,TPW,EU,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,TPW,HR,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,HCN,TPW,TOTAL,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,EUR,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,EUR,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,EUR,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,EUR_T,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,EUR_T,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,EUR_T,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,TPW,EU,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,TPW,HR,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE,TOTAL,TPW,TOTAL,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,EUR,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,EUR,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,EUR,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,EUR_T,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,EUR_T,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,EUR_T,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,TPW,EU,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,TPW,HR,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,HCN,TPW,TOTAL,HR	0.011 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,TOTAL,EUR,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,TOTAL,EUR,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,TOTAL,EUR,TOTAL,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,TOTAL,EUR_T,EU,HR	0 	: 	: 	: 	: 	: 	: 	: 
HMM,FRE_WHL,TOTAL,EUR_T,HR,HR	0 	: 	: 	: 	: 	: 	: 	: 
