species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
RED,UNK,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	1344.5052 	1145.4814 	1142.3763 	605.207 	486.3693 	684.1926 	563.0909 	485.8394 	435.9071 	451.264 	464.1269 	388.9471 	: 	: 	: 
RED,UNK,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	1344.5052 	1145.4814 	1142.3763 	605.207 	486.3693 	684.1926 	563.0909 	485.8394 	435.9071 	451.264 	464.1269 	388.9471 	: 	: 	: 
RED,UNK,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	46.6 	36.6 	76.2 	84.1 	46.2 	67.9 	76.4 	118.2 	189.4 	409.3 	521.4 	147.6 	: 	: 	: 
RED,UNK,TOTAL,TPW,IS,IS	: 	: 	: 	: 	: 	: 	46.6 	36.6 	76.2 	84.1 	46.2 	67.9 	76.4 	118.2 	189.4 	409.3 	521.4 	147.6 	: 	: 	: 
RED,UNK,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	46.6 	36.6 	76.2 	84.1 	46.2 	67.9 	76.4 	118.2 	189.4 	409.3 	521.4 	147.6 	: 	: 	: 
RHG,FRE,HCN,EUR,EFTA,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,EUR,IS,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,EUR,TOTAL,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,EUR_T,IS,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,TPW,EFTA,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,TPW,IS,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE,HCN,TPW,TOTAL,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,EUR,EFTA,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,EUR,IS,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,EUR,TOTAL,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,TPW,EFTA,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,TPW,IS,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE,TOTAL,TPW,TOTAL,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,EUR,EFTA,IS	: 	: 	: 	0 	: 	219.1403 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,EUR,IS,IS	: 	: 	: 	0 	: 	219.1403 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,EUR,TOTAL,IS	: 	: 	: 	0 	: 	219.1403 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	648.344 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,EUR_T,IS,IS	: 	: 	: 	43.7417 	: 	648.344 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	648.344 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,TPW,EFTA,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,TPW,IS,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,HCN,TPW,TOTAL,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,EUR,EFTA,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,EUR,IS,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,EUR,TOTAL,IS	: 	: 	: 	0 	: 	218.79 	70.7335 	66.9682 	: 	: 	: 	: 	: 	: 	301.1476 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	647.3076 	353.6676 	669.6816 	: 	: 	: 	: 	: 	: 	602.2952 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,TPW,EFTA,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,TPW,IS,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRE_GUT,TOTAL,TPW,TOTAL,IS	: 	: 	: 	0 	: 	0.338 	0.2 	0.1 	: 	: 	0 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
RHG,FRO,HCN,EUR,EFTA,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO,HCN,EUR,IS,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO,HCN,EUR,TOTAL,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO,HCN,EUR_T,EFTA,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO,HCN,EUR_T,IS,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO,HCN,EUR_T,TOTAL,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO,HCN,TPW,EFTA,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO,HCN,TPW,IS,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO,HCN,TPW,TOTAL,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO,TOTAL,EUR,EFTA,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO,TOTAL,EUR,IS,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO,TOTAL,EUR,TOTAL,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO,TOTAL,EUR_T,EFTA,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO,TOTAL,EUR_T,IS,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO,TOTAL,EUR_T,TOTAL,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO,TOTAL,TPW,EFTA,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO,TOTAL,TPW,IS,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO,TOTAL,TPW,TOTAL,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO_GUH,HCN,EUR,EFTA,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6052.9804 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7234 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO_GUH,HCN,EUR,IS,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6052.9804 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7234 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO_GUH,HCN,EUR,TOTAL,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6052.9804 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7234 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO_GUH,HCN,EUR_T,EFTA,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	379.3545 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO_GUH,HCN,EUR_T,IS,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	379.3545 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO_GUH,HCN,EUR_T,TOTAL,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	379.3545 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO_GUH,HCN,TPW,EFTA,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO_GUH,HCN,TPW,IS,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	: 	: 	4.7 	: 	: 	: 	: 
RHG,FRO_GUH,HCN,TPW,TOTAL,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO_GUH,TOTAL,EUR,EFTA,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO_GUH,TOTAL,EUR,IS,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO_GUH,TOTAL,EUR,TOTAL,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6043.3047 	7038.3001 	7656.1574 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	620.7595 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,FRO_GUH,TOTAL,EUR_T,EFTA,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO_GUH,TOTAL,EUR_T,IS,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO_GUH,TOTAL,EUR_T,TOTAL,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	378.7481 	964.1507 	805.9113 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	620.7595 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,FRO_GUH,TOTAL,TPW,EFTA,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO_GUH,TOTAL,TPW,IS,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,FRO_GUH,TOTAL,TPW,TOTAL,IS	16 	34 	19 	19 	28 	15.956 	7.3 	9.5 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,TOTAL,HCN,EUR,EFTA,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6262.0947 	7109.0336 	7723.1255 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	921.9071 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,TOTAL,HCN,EUR,IS,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6262.0947 	7109.0336 	7723.1255 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	921.9071 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,TOTAL,HCN,EUR,TOTAL,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6262.0947 	7109.0336 	7723.1255 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	921.9071 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,TOTAL,HCN,EUR_T,EFTA,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	384.3191 	947.8712 	804.4922 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	614.6047 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,TOTAL,HCN,EUR_T,IS,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	384.3191 	947.8712 	804.4922 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	614.6047 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,TOTAL,HCN,EUR_T,TOTAL,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	384.3191 	947.8712 	804.4922 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	614.6047 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,TOTAL,HCN,TPW,EFTA,IS	16 	34 	19 	19 	28 	16.294 	7.5 	9.6 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1.5 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,TOTAL,HCN,TPW,IS,IS	16 	34 	19 	19 	28 	16.294 	7.5 	9.6 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1.5 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,TOTAL,HCN,TPW,TOTAL,IS	16 	34 	19 	19 	28 	16.294 	7.5 	9.6 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1.5 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,TOTAL,TOTAL,EUR,EFTA,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6262.0947 	7109.0336 	7723.1255 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	921.9071 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,TOTAL,TOTAL,EUR,IS,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6262.0947 	7109.0336 	7723.1255 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	921.9071 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,TOTAL,TOTAL,EUR,TOTAL,IS	2472.2352 	11273.142 	4537.1582 	5664.2173 	9502.0156 	6262.0947 	7109.0336 	7723.1255 	10142.7015 	2190.809 	0.3615 	325.3338 	1840.2803 	1547.7432 	921.9071 	5353.7229 	2683.2324 	972.7294 	: 	: 	: 
RHG,TOTAL,TOTAL,EUR_T,EFTA,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	384.3191 	947.8712 	804.4922 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	614.6047 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,TOTAL,TOTAL,EUR_T,IS,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	384.3191 	947.8712 	804.4922 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	614.6047 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,TOTAL,TOTAL,EUR_T,TOTAL,IS	154.5147 	331.563 	238.7978 	298.1167 	339.3577 	384.3191 	947.8712 	804.4922 	994.3825 	876.3236 	3.6154 	542.223 	593.6388 	644.893 	614.6047 	418.2596 	570.9005 	748.2533 	: 	: 	: 
RHG,TOTAL,TOTAL,TPW,EFTA,IS	16 	34 	19 	19 	28 	16.294 	7.5 	9.6 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1.5 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,TOTAL,TOTAL,TPW,IS,IS	16 	34 	19 	19 	28 	16.294 	7.5 	9.6 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1.5 	12.8 	4.7 	1.3 	: 	: 	: 
RHG,TOTAL,TOTAL,TPW,TOTAL,IS	16 	34 	19 	19 	28 	16.294 	7.5 	9.6 	10.2 	2.5 	0.1 	0.6 	3.1 	2.4 	1.5 	12.8 	4.7 	1.3 	: 	: 	: 
RJF,FRE,HCN,EUR,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	913.4116 	1245.9809 	105.0034 	1512.6021 	477.3496 	: 	: 	: 	: 
RJF,FRE,HCN,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49.5196 	: 	: 	: 
RJF,FRE,HCN,EUR,EFTA,IS	2058.8382 	2310.0905 	2790.433 	3226.6853 	3338.7396 	15013.325 	12410.3464 	7265.2153 	10161.2383 	13578.2609 	4647.3133 	14133.2966 	7250.7539 	8278.0916 	4159.5828 	4414.6927 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE,HCN,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1184.207 	3236.7765 	4824.0428 	1512.6021 	477.3496 	49.5196 	: 	: 	: 
RJF,FRE,HCN,EUR,IS,IS	2058.8382 	2310.0905 	2790.433 	3226.6853 	3338.7396 	15013.325 	12410.3464 	7265.2153 	10161.2383 	13578.2609 	4647.3133 	14133.2966 	7250.7539 	8278.0916 	4159.5828 	4414.6927 	17802.7972 	13438.5641 	: 	: 	: 
RJF,FRE,HCN,EUR,TOTAL,IS	2058.8382 	2310.0905 	2790.433 	3226.6853 	3338.7396 	15013.325 	12410.3464 	7265.2153 	10161.2383 	13578.2609 	4647.3133 	14133.2966 	8434.9609 	11514.8681 	8983.6256 	5927.2948 	18280.1468 	13488.0837 	: 	: 	: 
RJF,FRE,HCN,EUR,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	270.7954 	1990.7956 	4719.0393 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,EUR_T,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	507.4509 	429.6486 	525.0172 	336.1338 	207.5433 	: 	: 	: 	: 
RJF,FRE,HCN,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	495.1956 	: 	: 	: 
RJF,FRE,HCN,EUR_T,EFTA,IS	343.1397 	256.6767 	174.4021 	215.1124 	256.8261 	367.3794 	608.3503 	459.8238 	479.3037 	338.61 	801.2609 	617.1745 	458.9085 	359.917 	346.6319 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE,HCN,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	473.6828 	462.3966 	574.2908 	336.1338 	207.5433 	495.1956 	: 	: 	: 
RJF,FRE,HCN,EUR_T,IS,IS	343.1397 	256.6767 	174.4021 	215.1124 	256.8261 	367.3794 	608.3503 	459.8238 	479.3037 	338.61 	801.2609 	617.1745 	458.9085 	359.917 	346.6319 	412.5881 	690.0309 	455.5445 	: 	: 	: 
RJF,FRE,HCN,EUR_T,TOTAL,IS	343.1397 	256.6767 	174.4021 	215.1124 	256.8261 	367.3794 	608.3503 	459.8238 	479.3037 	338.61 	801.2609 	617.1745 	460.9268 	383.8289 	440.3738 	389.9536 	650.539 	455.6785 	: 	: 	: 
RJF,FRE,HCN,EUR_T,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386.8505 	485.5599 	575.4926 	: 	: 	: 	: 	: 	: 
RJF,FRE,HCN,TPW,DE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.8 	2.9 	0.2 	4.5 	2.3 	: 	: 	: 	: 
RJF,FRE,HCN,TPW,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 
RJF,FRE,HCN,TPW,EFTA,IS	6 	9 	16 	15 	13 	40.866 	20.4 	15.8 	21.2 	40.1 	5.8 	22.9 	15.8 	23 	12 	10.7 	25.8 	29.5 	: 	: 	: 
RJF,FRE,HCN,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.5 	7 	8.4 	4.5 	2.3 	0.1 	: 	: 	: 
RJF,FRE,HCN,TPW,IS,IS	6 	9 	16 	15 	13 	40.866 	20.4 	15.8 	21.2 	40.1 	5.8 	22.9 	15.8 	23 	12 	10.7 	25.8 	29.5 	: 	: 	: 
